唯一id,等级,职业id,attribute
135,135,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2160#"maximumHealth":17530#"shen":1430#"xin":1420#"li":2090#"expPoint":1000}
136,136,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2175#"maximumHealth":17650#"shen":1440#"xin":1430#"li":2105#"expPoint":1000}
137,137,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2190#"maximumHealth":17770#"shen":1450#"xin":1440#"li":2120#"expPoint":1000}
138,138,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2205#"maximumHealth":17890#"shen":1460#"xin":1450#"li":2135#"expPoint":1000}
139,139,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2220#"maximumHealth":18010#"shen":1470#"xin":1460#"li":2150#"expPoint":1000}
140,140,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2235#"maximumHealth":18130#"shen":1480#"xin":1470#"li":2165#"expPoint":1000}
141,141,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2250#"maximumHealth":18250#"shen":1490#"xin":1480#"li":2180#"expPoint":1000}
142,142,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2265#"maximumHealth":18370#"shen":1500#"xin":1490#"li":2195#"expPoint":1000}
143,143,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2280#"maximumHealth":18490#"shen":1510#"xin":1500#"li":2210#"expPoint":1000}
144,144,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2295#"maximumHealth":18610#"shen":1520#"xin":1510#"li":2225#"expPoint":1000}
145,145,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2310#"maximumHealth":18730#"shen":1530#"xin":1520#"li":2240#"expPoint":1000}
146,146,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2325#"maximumHealth":18850#"shen":1540#"xin":1530#"li":2255#"expPoint":1000}
147,147,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2340#"maximumHealth":18970#"shen":1550#"xin":1540#"li":2270#"expPoint":1000}
148,148,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2355#"maximumHealth":19090#"shen":1560#"xin":1550#"li":2285#"expPoint":1000}
149,149,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2370#"maximumHealth":19210#"shen":1570#"xin":1560#"li":2300#"expPoint":1000}
150,150,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2385#"maximumHealth":19330#"shen":1580#"xin":1570#"li":2315#"expPoint":1000}
151,151,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2400#"maximumHealth":19450#"shen":1590#"xin":1580#"li":2330#"expPoint":1000}
152,152,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2415#"maximumHealth":19570#"shen":1600#"xin":1590#"li":2345#"expPoint":1000}
153,153,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2430#"maximumHealth":19690#"shen":1610#"xin":1600#"li":2360#"expPoint":1000}
154,154,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2445#"maximumHealth":19810#"shen":1620#"xin":1610#"li":2375#"expPoint":1000}
155,155,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2460#"maximumHealth":19930#"shen":1630#"xin":1620#"li":2390#"expPoint":1000}
156,156,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2475#"maximumHealth":20050#"shen":1640#"xin":1630#"li":2405#"expPoint":1000}
157,157,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2490#"maximumHealth":20170#"shen":1650#"xin":1640#"li":2420#"expPoint":1000}
158,158,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2505#"maximumHealth":20290#"shen":1660#"xin":1650#"li":2435#"expPoint":1000}
159,159,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2520#"maximumHealth":20410#"shen":1670#"xin":1660#"li":2450#"expPoint":1000}
160,160,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2535#"maximumHealth":20530#"shen":1680#"xin":1670#"li":2465#"expPoint":1000}
161,161,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2550#"maximumHealth":20650#"shen":1690#"xin":1680#"li":2480#"expPoint":1000}
162,162,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2565#"maximumHealth":20770#"shen":1700#"xin":1690#"li":2495#"expPoint":1000}
163,163,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2580#"maximumHealth":20890#"shen":1710#"xin":1700#"li":2510#"expPoint":1000}
164,164,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2595#"maximumHealth":21010#"shen":1720#"xin":1710#"li":2525#"expPoint":1000}
165,165,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2610#"maximumHealth":21130#"shen":1730#"xin":1720#"li":2540#"expPoint":1000}
166,166,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2625#"maximumHealth":21250#"shen":1740#"xin":1730#"li":2555#"expPoint":1000}
167,167,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2640#"maximumHealth":21370#"shen":1750#"xin":1740#"li":2570#"expPoint":1000}
168,168,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2655#"maximumHealth":21490#"shen":1760#"xin":1750#"li":2585#"expPoint":1000}
169,169,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2670#"maximumHealth":21610#"shen":1770#"xin":1760#"li":2600#"expPoint":1000}
170,170,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2685#"maximumHealth":21730#"shen":1780#"xin":1770#"li":2615#"expPoint":1000}
171,171,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2700#"maximumHealth":21850#"shen":1790#"xin":1780#"li":2630#"expPoint":1000}
172,172,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2715#"maximumHealth":21970#"shen":1800#"xin":1790#"li":2645#"expPoint":1000}
173,173,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2730#"maximumHealth":22090#"shen":1810#"xin":1800#"li":2660#"expPoint":1000}
174,174,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2745#"maximumHealth":22210#"shen":1820#"xin":1810#"li":2675#"expPoint":1000}
175,175,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2760#"maximumHealth":22330#"shen":1830#"xin":1820#"li":2690#"expPoint":1000}
176,176,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2775#"maximumHealth":22450#"shen":1840#"xin":1830#"li":2705#"expPoint":1000}
177,177,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2790#"maximumHealth":22570#"shen":1850#"xin":1840#"li":2720#"expPoint":1000}
178,178,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2805#"maximumHealth":22690#"shen":1860#"xin":1850#"li":2735#"expPoint":1000}
179,179,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2820#"maximumHealth":22810#"shen":1870#"xin":1860#"li":2750#"expPoint":1000}
180,180,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2835#"maximumHealth":22930#"shen":1880#"xin":1870#"li":2765#"expPoint":1000}
181,181,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2850#"maximumHealth":23050#"shen":1890#"xin":1880#"li":2780#"expPoint":1000}
182,182,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2865#"maximumHealth":23170#"shen":1900#"xin":1890#"li":2795#"expPoint":1000}
183,183,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2880#"maximumHealth":23290#"shen":1910#"xin":1900#"li":2810#"expPoint":1000}
184,184,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2895#"maximumHealth":23410#"shen":1920#"xin":1910#"li":2825#"expPoint":1000}
185,185,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2910#"maximumHealth":23530#"shen":1930#"xin":1920#"li":2840#"expPoint":1000}
186,186,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2925#"maximumHealth":23650#"shen":1940#"xin":1930#"li":2855#"expPoint":1000}
187,187,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2940#"maximumHealth":23770#"shen":1950#"xin":1940#"li":2870#"expPoint":1000}
188,188,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2955#"maximumHealth":23890#"shen":1960#"xin":1950#"li":2885#"expPoint":1000}
189,189,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2970#"maximumHealth":24010#"shen":1970#"xin":1960#"li":2900#"expPoint":1000}
190,190,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":2985#"maximumHealth":24130#"shen":1980#"xin":1970#"li":2915#"expPoint":1000}
191,191,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3000#"maximumHealth":24250#"shen":1990#"xin":1980#"li":2930#"expPoint":1000}
192,192,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3015#"maximumHealth":24370#"shen":2000#"xin":1990#"li":2945#"expPoint":1000}
193,193,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3030#"maximumHealth":24490#"shen":2010#"xin":2000#"li":2960#"expPoint":1000}
194,194,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3045#"maximumHealth":24610#"shen":2020#"xin":2010#"li":2975#"expPoint":1000}
195,195,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3060#"maximumHealth":24730#"shen":2030#"xin":2020#"li":2990#"expPoint":1000}
196,196,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3075#"maximumHealth":24850#"shen":2040#"xin":2030#"li":3005#"expPoint":1000}
197,197,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3090#"maximumHealth":24970#"shen":2050#"xin":2040#"li":3020#"expPoint":1000}
198,198,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3105#"maximumHealth":25090#"shen":2060#"xin":2050#"li":3035#"expPoint":1000}
199,199,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3120#"maximumHealth":25210#"shen":2070#"xin":2060#"li":3050#"expPoint":1000}
200,200,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3135#"maximumHealth":25330#"shen":2080#"xin":2070#"li":3065#"expPoint":1000}
201,201,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3150#"maximumHealth":25450#"shen":2090#"xin":2080#"li":3080#"expPoint":1000}
202,202,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3165#"maximumHealth":25570#"shen":2100#"xin":2090#"li":3095#"expPoint":1000}
203,203,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3180#"maximumHealth":25690#"shen":2110#"xin":2100#"li":3110#"expPoint":1000}
204,204,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3195#"maximumHealth":25810#"shen":2120#"xin":2110#"li":3125#"expPoint":1000}
205,205,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3210#"maximumHealth":25930#"shen":2130#"xin":2120#"li":3140#"expPoint":1000}
206,206,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3225#"maximumHealth":26050#"shen":2140#"xin":2130#"li":3155#"expPoint":1000}
207,207,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3240#"maximumHealth":26170#"shen":2150#"xin":2140#"li":3170#"expPoint":1000}
208,208,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3255#"maximumHealth":26290#"shen":2160#"xin":2150#"li":3185#"expPoint":1000}
209,209,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3270#"maximumHealth":26410#"shen":2170#"xin":2160#"li":3200#"expPoint":1000}
210,210,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3285#"maximumHealth":26530#"shen":2180#"xin":2170#"li":3215#"expPoint":1000}
211,211,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3300#"maximumHealth":26650#"shen":2190#"xin":2180#"li":3230#"expPoint":1000}
212,212,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3315#"maximumHealth":26770#"shen":2200#"xin":2190#"li":3245#"expPoint":1000}
213,213,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3330#"maximumHealth":26890#"shen":2210#"xin":2200#"li":3260#"expPoint":1000}
214,214,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3345#"maximumHealth":27010#"shen":2220#"xin":2210#"li":3275#"expPoint":1000}
215,215,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3360#"maximumHealth":27130#"shen":2230#"xin":2220#"li":3290#"expPoint":1000}
216,216,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3375#"maximumHealth":27250#"shen":2240#"xin":2230#"li":3305#"expPoint":1000}
217,217,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3390#"maximumHealth":27370#"shen":2250#"xin":2240#"li":3320#"expPoint":1000}
218,218,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3405#"maximumHealth":27490#"shen":2260#"xin":2250#"li":3335#"expPoint":1000}
219,219,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3420#"maximumHealth":27610#"shen":2270#"xin":2260#"li":3350#"expPoint":1000}
220,220,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3435#"maximumHealth":27730#"shen":2280#"xin":2270#"li":3365#"expPoint":1000}
221,221,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3450#"maximumHealth":27850#"shen":2290#"xin":2280#"li":3380#"expPoint":1000}
222,222,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3465#"maximumHealth":27970#"shen":2300#"xin":2290#"li":3395#"expPoint":1000}
223,223,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3480#"maximumHealth":28090#"shen":2310#"xin":2300#"li":3410#"expPoint":1000}
224,224,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3495#"maximumHealth":28210#"shen":2320#"xin":2310#"li":3425#"expPoint":1000}
225,225,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3510#"maximumHealth":28330#"shen":2330#"xin":2320#"li":3440#"expPoint":1000}
226,226,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3525#"maximumHealth":28450#"shen":2340#"xin":2330#"li":3455#"expPoint":1000}
227,227,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3540#"maximumHealth":28570#"shen":2350#"xin":2340#"li":3470#"expPoint":1000}
228,228,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3555#"maximumHealth":28690#"shen":2360#"xin":2350#"li":3485#"expPoint":1000}
229,229,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3570#"maximumHealth":28810#"shen":2370#"xin":2360#"li":3500#"expPoint":1000}
230,230,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3585#"maximumHealth":28930#"shen":2380#"xin":2370#"li":3515#"expPoint":1000}
231,231,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3600#"maximumHealth":29050#"shen":2390#"xin":2380#"li":3530#"expPoint":1000}
232,232,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3615#"maximumHealth":29170#"shen":2400#"xin":2390#"li":3545#"expPoint":1000}
233,233,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3630#"maximumHealth":29290#"shen":2410#"xin":2400#"li":3560#"expPoint":1000}
234,234,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3645#"maximumHealth":29410#"shen":2420#"xin":2410#"li":3575#"expPoint":1000}
235,235,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3660#"maximumHealth":29530#"shen":2430#"xin":2420#"li":3590#"expPoint":1000}
236,236,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3675#"maximumHealth":29650#"shen":2440#"xin":2430#"li":3605#"expPoint":1000}
237,237,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3690#"maximumHealth":29770#"shen":2450#"xin":2440#"li":3620#"expPoint":1000}
238,238,101#201#311#321#411#421#511#521#611#621#711#721#811#821#911#921,{"maximumMana":1000#"moveSpeed":4000#"ti":3705#"maximumHealth":29890#"shen":2460#"xin":2450#"li":3635#"expPoint":1000}
