装备ID,可用职业,可装孔位,孔位类型,进化词条数量,进化词条库随机概率,随机基础属性,附加属性词条数量,附加属性词条库随机概率,隐藏属性词条数量,隐藏属性词条库随机概率,耐久度,装备后存在总时间,宠物受伤减免,致命加成,创建条数与权重,固定卓越词条,能否镶宝,强化特效,是否携带技能,是否携带buff,是否有变身效果,装备修理费,装备评分,套装编号,装备追加最高等级上限,成长所需材料,场景中是否显示模型,自动回收/分解,自动购买箭矢,原地复活,回收江湖币变成非绑定,每日无损复活次数,土灵符存储坐标数,宠物自动喂养,开启宝石仓库,增加经验试炼副本次数,开启装备更换方案,扩展背包格子数,扩展仓库格子数,几阶装备,装备是否可以叠加,装备叠加上限,是否掉落,价格,标记,称号档位,attribute,disableAttribute
2080180,21#24,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,180,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2080200,23#24,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,182,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2080210,22#24,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,184,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2080230,31#34,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,220,,40,,1,,,,,,,,,,,,,11,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2080240,33#34,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,240,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2080250,32#34,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,242,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090010,13,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090020,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,22,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090030,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,40,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090040,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,60,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090050,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,80,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090060,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,100,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090070,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,120,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090150,13,5,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090080,23,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,140,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090100,23,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,160,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090110,33,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,200,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090130,33,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,220,,40,,1,,,,,,,,,,,,,11,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090140,33,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,240,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090160,43,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,260,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2090170,43,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,280,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100010,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,20,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100020,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,40,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100030,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,42,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100040,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,60,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100050,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,80,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100060,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,100,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100070,13,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,120,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100080,23,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,140,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2100090,23,5,1,,,,,,,,-9999,-9999,,,,,0,,13010101,,,1,160,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130010,11,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130020,12,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130030,13,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130040,11,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130050,13,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130060,12,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130080,13,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,30,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130090,12,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130100,11,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,30,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130110,13,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130120,11,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130140,12,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,50,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130150,13,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,50,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130160,11,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,50,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130190,11,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,60,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130200,22,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,70,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130210,23,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,70,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130230,21,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,70,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130250,23,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,80,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130260,22,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,80,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130280,21,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,80,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130300,31,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130310,32,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130320,33,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130360,12,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,60,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130370,13,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,60,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130400,21,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,90,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130440,23,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,90,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130470,22,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,90,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130480,31,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,110,,40,,1,,,,,,,,,,,,,11,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130490,32,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,120,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130500,33,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,110,,40,,1,,,,,,,,,,,,,11,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130530,31,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,120,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130540,33,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,120,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130560,43,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,130,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130570,42,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,130,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130580,41,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,130,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130590,43,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,140,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130600,42,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,140,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2130610,41,2,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,140,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140010,11#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140020,12#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140030,13,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140040,11#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140050,13,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140060,12#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140080,13,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,30,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140090,12#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140100,11#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,30,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140110,13,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140120,11#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140140,12#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,50,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140150,13,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,50,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140160,11#14,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,50,,40,,1,,,,,,,,,,,,,5,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140190,11,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,60,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140200,22,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,70,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140210,23,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,70,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140230,21,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,70,,40,,1,,,,,,,,,,,,,7,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140250,23,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,80,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140260,22,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,80,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140280,21,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,80,,40,,1,,,,,,,,,,,,,8,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140300,31,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140310,32,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140320,33,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,100,,40,,1,,,,,,,,,,,,,10,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140360,12,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,60,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140370,13,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,60,,40,,1,,,,,,,,,,,,,6,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140400,21,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,90,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140440,23,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,90,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140470,22,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,90,,40,,1,,,,,,,,,,,,,9,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140480,31,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,110,,40,,1,,,,,,,,,,,,,11,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140490,32,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,120,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140500,33,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,110,,40,,1,,,,,,,,,,,,,11,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140530,31,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,120,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140540,33,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,120,,40,,1,,,,,,,,,,,,,12,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140560,43,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,130,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140570,42,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,130,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140580,41,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,130,,40,,1,,,,,,,,,,,,,13,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140590,43,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,140,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140600,42,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,140,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2140610,41,6,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,140,,40,,1,,,,,,,,,,,,,14,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150010,11#14,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150020,12#14,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150030,13,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,10,,40,,1,,,,,,,,,,,,,1,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150040,11#14,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150050,13,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150060,12#14,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,20,,40,,1,,,,,,,,,,,,,2,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150080,13,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,30,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150090,12#14,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150100,11#14,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,30,,40,,1,,,,,,,,,,,,,3,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
2150110,13,9,1,,,,,,,,-9999,-9999,,,,,0,,,,,1,40,,40,,1,,,,,,,,,,,,,4,,,,,0,,{"maximumPhysBaseDmg":5#"minimumPhysBaseDmg":5#"attackSpeed":5},{}
