技能ID,技能名称,升级经验,技能类型,技能脚本,伤害类型,学习职业,学习等级,魔法消耗,作用目标类型,攻击范围类型,攻击范围,攻速类型,CD时间（重新检查）,僵直时间,技能仇恨值,最大攻击数量,BUFF,子技能,施放距离,显示组别,组别icon,伤害飘字段数,伤害延迟
9040125,世外小怪25,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040126,世外小怪26,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040127,世外小怪27,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040128,世外小怪28,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040129,世外小怪29,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040130,世外小怪30,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040131,世外小怪31,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040132,世外小怪32,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040133,世外小怪33,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040134,世外小怪34,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040135,世外小怪35,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040136,世外小怪36,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040137,世外小怪37,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040138,世外小怪38,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040139,世外小怪39,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040140,世外小怪40,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040141,世外小怪41,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040142,世外小怪42,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040143,世外小怪43,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040144,世外小怪44,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040145,世外小怪45,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040146,世外小怪46,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040147,世外小怪47,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040148,世外小怪48,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040149,世外小怪49,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9040150,世外小怪50,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041101,世外精英1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041102,世外精英2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041103,世外精英3,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041104,世外精英4,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041105,世外精英5,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041106,世外精英6,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041107,世外精英7,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041108,世外精英8,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041109,世外精英9,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041110,世外精英10,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041111,世外精英11,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041112,世外精英12,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041113,世外精英13,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041114,世外精英14,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041115,世外精英15,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041116,世外精英16,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041117,世外精英17,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041118,世外精英18,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041119,世外精英19,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041120,世外精英20,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041121,世外精英21,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041122,世外精英22,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041123,世外精英23,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041124,世外精英24,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041125,世外精英25,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041126,世外精英26,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041127,世外精英27,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041128,世外精英28,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041129,世外精英29,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041130,世外精英30,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041131,世外精英31,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041132,世外精英32,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041133,世外精英33,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041134,世外精英34,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041135,世外精英35,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041136,世外精英36,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041137,世外精英37,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041138,世外精英38,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041139,世外精英39,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041140,世外精英40,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041141,世外精英41,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041142,世外精英42,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041143,世外精英43,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041144,世外精英44,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041145,世外精英45,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041146,世外精英46,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041147,世外精英47,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041148,世外精英48,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041149,世外精英49,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9041150,世外精英50,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042105,世外boss一层1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042110,世外boss一层2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042115,世外boss二层1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042120,世外boss二层2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042125,世外boss三层1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042130,世外boss三层2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042135,世外boss四层1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042140,世外boss四层2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042145,世外boss五层1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9042150,世外boss五层2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043001,神兵塔boss1,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043002,神兵塔boss2,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043003,神兵塔boss3,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043004,神兵塔boss4,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043005,神兵塔boss5,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043006,神兵塔boss6,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043007,神兵塔boss7,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043008,神兵塔boss8,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043009,神兵塔boss9,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043010,神兵塔boss10,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043011,神兵塔boss11,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043012,神兵塔boss12,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043013,神兵塔boss13,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043014,神兵塔boss14,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043015,神兵塔boss15,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043016,神兵塔boss16,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043017,神兵塔boss17,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043018,神兵塔boss18,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043019,神兵塔boss19,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043020,神兵塔boss20,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043021,神兵塔boss21,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043022,神兵塔boss22,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043023,神兵塔boss23,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043024,神兵塔boss24,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043025,神兵塔boss25,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043026,神兵塔boss26,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043027,神兵塔boss27,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043028,神兵塔boss28,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043029,神兵塔boss29,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043030,神兵塔boss30,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043031,神兵塔boss31,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043032,神兵塔boss32,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043033,神兵塔boss33,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043034,神兵塔boss34,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043035,神兵塔boss35,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043036,神兵塔boss36,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043037,神兵塔boss37,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043038,神兵塔boss38,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043039,神兵塔boss39,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043040,神兵塔boss40,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043041,神兵塔boss41,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043042,神兵塔boss42,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043043,神兵塔boss43,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043044,神兵塔boss44,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043045,神兵塔boss45,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043046,神兵塔boss46,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043047,神兵塔boss47,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043048,神兵塔boss48,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043049,神兵塔boss49,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043050,神兵塔boss50,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043051,神兵塔boss51,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043052,神兵塔boss52,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043053,神兵塔boss53,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043054,神兵塔boss54,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043055,神兵塔boss55,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043056,神兵塔boss56,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043057,神兵塔boss57,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043058,神兵塔boss58,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043059,神兵塔boss59,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043060,神兵塔boss60,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043061,神兵塔boss61,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043062,神兵塔boss62,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043063,神兵塔boss63,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043064,神兵塔boss64,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043065,神兵塔boss65,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043066,神兵塔boss66,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043067,神兵塔boss67,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043068,神兵塔boss68,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043069,神兵塔boss69,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043070,神兵塔boss70,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043071,神兵塔boss71,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043072,神兵塔boss72,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043073,神兵塔boss73,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043074,神兵塔boss74,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043075,神兵塔boss75,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043076,神兵塔boss76,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043077,神兵塔boss77,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043078,神兵塔boss78,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043079,神兵塔boss79,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043080,神兵塔boss80,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043081,神兵塔boss81,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043082,神兵塔boss82,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043083,神兵塔boss83,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043084,神兵塔boss84,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043085,神兵塔boss85,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043086,神兵塔boss86,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043087,神兵塔boss87,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043088,神兵塔boss88,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043089,神兵塔boss89,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043090,神兵塔boss90,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043091,神兵塔boss91,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043092,神兵塔boss92,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043093,神兵塔boss93,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043094,神兵塔boss94,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043095,神兵塔boss95,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043096,神兵塔boss96,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043097,神兵塔boss97,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043098,神兵塔boss98,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043099,神兵塔boss99,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
9043100,神兵塔boss100,-1,1,hurt,1,91,,0,1,0,,7,2000,1000,0,1,,,2,,,100,1500
90062,巨人撩砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90071,毒虫攻击（中毒）,-1,1,hurt,2,91,,0,1,0,,7,3000,3000,0,1,2004002,,1,,,100,
90072,毒虫攻击（中毒）,-1,1,hurt,2,91,,0,1,0,,7,3000,3000,0,1,2004002,,1,,,100,
90081,幽灵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90082,幽灵攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90091,地狱蜘蛛真空波（特效）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
90092,地狱蜘蛛真空波（特效）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
90101,蜘蛛攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90102,蜘蛛攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90111,独眼巨人挥砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90112,独眼巨人侧劈,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90121,魔鬼戈登龙卷风,-1,1,hurt,1,91,,0,1,1,9100,7,3000,3000,0,99,,,4,,,100,
90122,魔鬼戈登闪电链,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,4,,,100,
90131,雪人双手扔球（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
90132,雪人单手扔球（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
90141,雪人王攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90142,雪人王攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90151,暗杀者双手攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90152,暗杀者单手攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90161,寒冰魔攻击（冰冻）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90162,寒冰魔攻击（冰冻）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90171,蓝魔怪侧劈,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90172,蓝魔怪重击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90181,雪虫攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90182,雪虫攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,1,,,100,
90191,冰后三重真空波（特效）,-1,1,hurt,1,91,,0,1,1,9101,7,3000,3000,0,99,,,5,,,100,
90192,冰后三重真空波（特效）,-1,1,hurt,1,91,,0,1,1,9101,7,3000,3000,0,99,,,5,,,100,
90201,小哥布林劈砍,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90202,小哥布林侧劈,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90203,大哥布林劈砍,-1,1,hurt,1,91,,0,1,0,,7,2000,2000,0,1,,,2,,,100,
90204,大哥布林侧劈,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90211,勾尾蝎攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90212,勾尾蝎攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90221,瓢虫突刺,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90222,瓢虫突刺,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90231,偷猎者射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
90232,偷猎者射击（子弹）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,3,,,100,
90241,树妖攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90242,树妖攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90251,亚昆右手攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90252,亚昆左手攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90261,石巨人凿击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90262,石巨人拳击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90271,恶魔红色掌心雷（未做特效）,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90272,恶魔红色掌心雷,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90281,魔王巴洛克地裂陨石术,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
90282,魔王巴洛克劈砍,-1,1,hurt,1,91,,0,1,1,9105,7,3000,3000,0,99,,,5,,,100,
90291,鬼魅攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90292,鬼魅攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90301,死神骑士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90302,死神骑士攻击,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90311,牛魔王砸,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90312,牛魔王摇头,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90321,火龙王喷火,-1,1,hurt,1,91,,0,1,1,9100,7,3000,3000,0,99,,,5,,,100,
90322,火龙王摇头,-1,1,hurt,1,91,,0,1,1,9103,7,3000,3000,0,99,,,2,,,100,
90323,火龙王飞行,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90331,守护兽巴里右勾拳,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90332,守护兽巴里左勾拳,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90333,守护兽巴里站立,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90334,守护兽巴里侧踢,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
90341,小巴哈姆特,-1,1,hurt,1,91,,0,1,0,,7,3000,3000,0,1,,,2,,,100,
