地图编号,地图目录,地图名称,地图进入条件,地图类型,配置文件,地图宽度,地图高度,地图分组,后端分线,开放条件,对应假地图副本,该地图是否可作为返回地图，是否可使用传送符,所用服务器类型,复活坐标,复活cd,复活面板组成,是否可使用连击技,刷新key,角色是否可以重叠,是否安全区能回血回蓝,召唤生效规则,是否支持飞行卷轴使用,是否安全区能回泡点经验,是否接收血色恶魔匹配请求,是否接受被击杀邮件,地图产出绑定天数,客户端判断不过提示,地图是否废弃,是否安全地图,杀人是否增加PK值,地图经验加成,进入地图公告,小地图是否显示boss复活时间,是否支持传送卷轴使用,商业化活动开启时间,活动地图经验加成,地图是否允许组队,是否需要有时间才能进入,角色受击反击是否生效
80205,205,血魔洞二层[危险],101#1,1,205,200,180,205,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90205,205,血魔洞二层[危险],101#1,1,205,200,180,205,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100205,205,血魔洞二层[危险],101#1,1,205,200,180,205,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
206,206,血魔洞三层[安全],101#1,1,206,170,170,206,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20206,206,血魔洞三层[危险],101#1,1,206,170,170,206,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30206,206,血魔洞三层[危险],101#1,1,206,170,170,206,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40206,206,血魔洞三层[危险],101#1,1,206,170,170,206,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50206,206,血魔洞三层[危险],101#1,1,206,170,170,206,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60206,206,血魔洞三层[危险],101#1,1,206,170,170,206,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70206,206,血魔洞三层[危险],101#1,1,206,170,170,206,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80206,206,血魔洞三层[危险],101#1,1,206,170,170,206,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90206,206,血魔洞三层[危险],101#1,1,206,170,170,206,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100206,206,血魔洞三层[危险],101#1,1,206,170,170,206,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
107,107,北海冰宫一层[安全],101#1,1,107,267,267,107,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100107,107,北海冰宫一层[危险],101#1,1,107,267,267,107,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
2011,2011,南明洞一层[安全],101#1,1,2011,170,170,2011,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
202011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
302011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
402011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
502011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
602011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
702011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
802011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
902011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1002011,2011,南明洞一层[危险],101#1,1,2011,170,170,2011,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
2021,2021,南明洞二层[安全],101#1,1,2021,170,170,2021,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
202021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
302021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
402021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
502021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
602021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
702021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
802021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
902021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1002021,2021,南明洞二层[危险],101#1,1,2021,170,170,2021,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
2031,2031,南明洞三层[安全],101#1,1,2031,170,170,2031,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
202031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
302031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
402031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
502031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
602031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
702031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
802031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
902031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1002031,2031,南明洞三层[危险],101#1,1,2031,170,170,2031,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
1081,1081,北海冰宫二层[安全],101#1,1,1081,260,226,1081,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
201081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
301081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
401081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
501081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
601081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
701081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
801081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
901081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1001081,1081,北海冰宫二层[危险],101#1,1,1081,260,226,1081,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
1082,1082,北海冰宫三层[安全],101#1,1,1082,260,226,1082,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
201082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
301082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
401082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
501082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
601082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
701082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
801082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
901082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1001082,1082,北海冰宫三层[危险],101#1,1,1082,260,226,1082,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
114,114,南林[安全],101#1,1,114,248,245,114,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20114,114,南林[危险],101#1,1,114,248,245,114,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30114,114,南林[危险],101#1,1,114,248,245,114,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40114,114,南林[危险],101#1,1,114,248,245,114,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50114,114,南林[危险],101#1,1,114,248,245,114,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60114,114,南林[危险],101#1,1,114,248,245,114,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70114,114,南林[危险],101#1,1,114,248,245,114,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80114,114,南林[危险],101#1,1,114,248,245,114,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90114,114,南林[危险],101#1,1,114,248,245,114,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100114,114,南林[危险],101#1,1,114,248,245,114,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
1152,1152,南林二层[安全],101#1,1,1152,230,230,1152,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
201152,1152,南林二层[危险],101#1,1,1152,230,230,1152,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
301152,1152,南林二层[危险],101#1,1,1152,230,230,1152,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
401152,1152,南林二层[危险],101#1,1,1152,230,230,1152,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
501152,1152,南林二层[危险],101#1,1,1152,230,230,1152,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
601152,1152,南林二层[危险],101#1,1,1152,230,230,1152,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
701152,1152,南林二层[危险],101#1,1,1152,230,230,1152,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
801152,1152,南林二层[危险],101#1,1,1152,230,230,1152,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
901152,1152,南林二层[危险],101#1,1,1152,230,230,1152,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1001152,1152,南林二层[危险],101#1,1,1152,230,230,1152,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
1153,1153,南林三层[安全],101#1,1,1153,230,230,1153,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
201153,1153,南林三层[危险],101#1,1,1153,230,230,1153,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
301153,1153,南林三层[危险],101#1,1,1153,230,230,1153,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
401153,1153,南林三层[危险],101#1,1,1153,230,230,1153,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
501153,1153,南林三层[危险],101#1,1,1153,230,230,1153,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
601153,1153,南林三层[危险],101#1,1,1153,230,230,1153,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
701153,1153,南林三层[危险],101#1,1,1153,230,230,1153,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
801153,1153,南林三层[危险],101#1,1,1153,230,230,1153,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
901153,1153,南林三层[危险],101#1,1,1153,230,230,1153,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1001153,1153,南林三层[危险],101#1,1,1153,230,230,1153,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
116,116,虎峡谷[安全],101#1,1,116,400,400,116,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20116,116,虎峡谷[危险],101#1,1,116,400,400,116,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30116,116,虎峡谷[危险],101#1,1,116,400,400,116,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40116,116,虎峡谷[危险],101#1,1,116,400,400,116,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50116,116,虎峡谷[危险],101#1,1,116,400,400,116,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60116,116,虎峡谷[危险],101#1,1,116,400,400,116,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70116,116,虎峡谷[危险],101#1,1,116,400,400,116,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80116,116,虎峡谷[危险],101#1,1,116,400,400,116,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90116,116,虎峡谷[危险],101#1,1,116,400,400,116,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100116,116,虎峡谷[危险],101#1,1,116,400,400,116,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
117,117,虎峡谷二层[安全],101#1,1,117,230,201,117,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
20117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
30117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
40117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
50117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
60117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
70117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
80117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
90117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
100117,117,虎峡谷二层[危险],101#1,1,117,230,201,117,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
1171,1171,虎峡谷三层[安全],101#1,1,1171,230,201,1171,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,1,0,,,1,,,,,,
201171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,2,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
301171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,3,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
401171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,4,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
501171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,5,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
601171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,6,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
701171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,7,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
801171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,8,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
901171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,9,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,1,1000,1006,1,,,,,,
1001171,1171,虎峡谷三层[危险],101#1,1,1171,230,201,1171,10,,,,1,20101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,,,0,0,1000,1006,1,,,,,,
213,213,伏魔洞一层,101#80,2,213,600,600,213,1,,,,1,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,等级达到80级可进入,,1,,,,1,,,,,,
2131,2131,伏魔洞二层(跨),4401#245#40,2,2131,600,600,2131,1,,,,2,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,伏魔值达到40可进入,,1,,,,1,,,,,,
2132,2132,伏魔洞三层(跨),4401#245#80,2,2132,600,600,2132,1,,,,2,101#195#281,0,1#2#3#11,1,,1,1,1#2,,1,,,0,伏魔值达到80可进入,,1,,,,1,,,,,,
209,209,山鬼副本,101#1,2,209,64,64,209,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20901,20901,山贼首领副本,101#1,2,20901,64,64,20901,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20902,20902,火贼头目副本,101#1,2,20902,64,64,20902,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20903,20903,绿林寨头目副本,101#1,2,20903,64,64,20903,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20904,20904,魔血狂刀申由副本,101#1,2,20904,64,64,20904,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20905,20905,千年树妖王副本,101#1,2,20905,64,64,20905,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20906,20906,脚都副本,101#1,2,20906,64,64,20906,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20907,20907,美娘副本,101#1,2,20907,64,64,20907,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20908,20908,铁血将军副本,101#1,2,20908,64,64,20908,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20909,20909,月宫姮娥影子副本,101#1,2,20909,64,64,20909,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
20910,20910,魔煞狂鹿王副本,101#1,2,20910,64,64,20910,0,,,1,1,101#195#281,0,1#2#3#11,1,1371001,1,,,1,,1,,0,,,1,,,,0,,,,,,
