BUFFid,BUFF名称,BUFF类型,BUFF子类型,BUFF参数,BUFF参数2,BUFF参数3,触发时机,首次执行延迟,执行间隔,消除类型,执行对象,是否可共存,优先级,持续时间参数,BUFF属性,buff群,该buff无法覆盖,BUFF属性组,buff描述,进试炼塔是否清除该buff,buff伤害是否独立飘数字,buff效果文字飘字,战力值
4000104,冰冻,1,110,,,,3,0,0,1#3,1,0,1,5000,,,,{"attackSpeedIncrease":7000},减攻速70%，持续5秒,,,,
4000105,晕眩,2,202,,,,3,0,0,1#3,1,0,1,500,,,,{"defenseBase":0#"moveSpeed_mul":0},无法动弹，持续0.5秒,,,,
4000106,冰冻,1,110,,,,3,0,0,1#3,1,0,1,500,,,,{"attackSpeedIncrease":7000},减攻速70%，持续0.5秒,,,,
4000107,流血,4,401,215#0,,,3,1000,1000,1#3,1,0,1,3500,,,,{"defenseBase":0#"moveSpeed_mul":0},流血每秒损失2.15%最大生命，持续3秒,,,,
4000108,流血,4,401,300#0,,,3,1000,1000,1#3,1,0,1,10500,,,,{"defenseBase":0#"moveSpeed_mul":0},流血每秒损失3%最大生命，持续10秒,,,,
4000109,冰冻,1,110,,,,3,0,0,1#3,1,0,1,5000,,,,{"attackSpeedIncrease":9000},减攻速90%，持续5秒,,,,
4000110,扣80%血,4,401,8000#0,,,3,0,600,1#3,1,0,1,500,,,,{"defenseBase":0#"moveSpeed_mul":0},扣80%血,,,,
5000001,大师天赋_袭风刺流血,4,401,500#0,,,3,1000,3000,1#3,6,110,1,4500,,,1,{"defenseBase":0#"moveSpeed_mul":0},流血每3秒损失5%最大生命,,,,
5000002,大师天赋_袭风刺晕眩,2,202,,,,3,0,0,1#3,6,111,1,2000,,,1,{"defenseBase":0#"moveSpeed_mul":0},无法动弹，持续2秒,,,,
5000003,大师天赋_致命一击定身,2,207,,,,3,0,0,1#3,1,233,1,2000,100,,,{"moveSpeed_mul":0},定身2秒。,,,,
5000004,大师天赋_致命一击减攻速,1,110,,,,3,0,0,1#3,6,113,1,3000,,,,{"attackSpeedIncrease":7000},减攻速70%，持续3秒,,,,
5000005,大师天赋_陨石术晕眩,2,202,,,,3,0,0,1#3,6,114,1,2000,,,1,{"defenseBase":0#"moveSpeed_mul":0},无法动弹，持续2秒,,,,
5000006,大师天赋_冰封箭定身,2,207,,,,3,0,0,1#3,1,233,1,2000,100,,1,{"moveSpeed_mul":0},定身2秒。,,,,
5000007,绝对零度,2,207,,,,3,0,0,1#3,1,233,1,3000,100,2,,{"moveSpeed_mul":0},绝对零度：定身3秒。,,,,
5000008,大师天赋_玄月斩晕眩,2,202,,,,3,0,0,1#3,6,114,1,2000,,,1,{"defenseBase":0#"moveSpeed_mul":0},无法动弹，持续2秒,,,,
6000201,解除隐身,6,602,2000302,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},解除隐身,,,,
9100501,隐身,2,203,,,,3,0,0,5#6,5,0,1,3600000,,3,,{"defenseBase":0#"moveSpeed_mul":0},隐身,,,,
9100502,毒,4,401,100#1,,,3,3000,3000,1#3,1,1,1,18000,105,1,,{"defenseBase":0#"moveSpeed_mul":0},中毒,,,,
9999991,测试毒素,4,401,1000#0,,,3,0,3000,1,5,5,1,0,105,,1,{"defenseBase":0#"moveSpeed_mul":0},,,,,
10000001,免疫位移,1,1101,,,,1,0,0,1#3,5,16,1,800,,,,{"pushedImmunity":1},,,,,
10320001,再生,5,503,50#0,,,3,0,1000,3,5,118,1,-1,,,,{"defenseBase":0#"moveSpeed_mul":0},再生：每秒恢复已损失生命的<color=#1add1f>0.5%</color>,1,,,
10320002,神行,1,119,,,,3,0,0,3,5,119,1,2000,,,,{"moveSpeedResistance":10000},神行：移除自身所有移速减益效果，并进入持续2s的霸体状态。,1,,,
10320003,守护,1,105,3000#0,,,3,0,0,3,5,120,1,3000,,,,{"damageReceiveDecrement":3000},守护：受伤减少30%，持续3秒,1,,,
10320004,战意,1,115,,,,3,0,0,3,5,121,1,-1,,,,{"attackDamageIncrease":1000},战意：造成的伤害提升<color=#1add1f>10%</color>,1,,,
10330001,大师天赋_生命掌控,5,501,10000#0,,,3,0,65000,1#3,5,0,2,60000,,,,{"defenseBase":0#"moveSpeed_mul":0},倒计时结束前无法再次触发生命掌控。,,,,
10330002,大师天赋_玄月斩熟练破甲1级,1,120,0#0#0#-200,,,3,0,0,1#3,6,10330002,1,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少2%，持续15s,,,,
10330003,大师天赋_玄月斩熟练破甲2级,1,120,0#0#0#-335,,,3,0,0,1#3,6,10330002,2,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少3.35%，持续15s,,,,
10330004,大师天赋_玄月斩熟练破甲3级,1,120,0#0#0#-459,,,3,0,0,1#3,6,10330002,3,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少4.59%，持续15s,,,,
10330005,大师天赋_玄月斩熟练破甲4级,1,120,0#0#0#-576,,,3,0,0,1#3,6,10330002,4,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少5.76%，持续15s,,,,
10330006,大师天赋_玄月斩熟练破甲5级,1,120,0#0#0#-684,,,3,0,0,1#3,6,10330002,5,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少6.84%，持续15s,,,,
10330007,大师天赋_玄月斩熟练破甲6级,1,120,0#0#0#-783,,,3,0,0,1#3,6,10330002,6,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少7.83%，持续15s,,,,
10330008,大师天赋_玄月斩熟练破甲7级,1,120,0#0#0#-876,,,3,0,0,1#3,6,10330002,7,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少8.76%，持续15s,,,,
10330009,大师天赋_玄月斩熟练破甲8级,1,120,0#0#0#-960,,,3,0,0,1#3,6,10330002,8,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少9.60%，持续15s,,,,
10330010,大师天赋_玄月斩熟练破甲9级,1,120,0#0#0#-1038,,,3,0,0,1#3,6,10330002,9,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少10.38%，持续15s,,,,
10330011,大师天赋_玄月斩熟练破甲10级,1,120,0#0#0#-1110,,,3,0,0,1#3,6,10330002,10,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少11.10%，持续15s,,,,
10330012,大师天赋_玄月斩熟练破甲11级,1,120,0#0#0#-1176,,,3,0,0,1#3,6,10330002,11,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少11.76%，持续15s,,,,
10330013,大师天赋_玄月斩熟练破甲12级,1,120,0#0#0#-1236,,,3,0,0,1#3,6,10330002,12,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少12.36%，持续15s,,,,
10330014,大师天赋_玄月斩熟练破甲13级,1,120,0#0#0#-1290,,,3,0,0,1#3,6,10330002,13,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少12.90%，持续15s,,,,
10330015,大师天赋_玄月斩熟练破甲14级,1,120,0#0#0#-1338,,,3,0,0,1#3,6,10330002,14,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少13.38%，持续15s,,,,
10330016,大师天赋_玄月斩熟练破甲15级,1,120,0#0#0#-1380,,,3,0,0,1#3,6,10330002,15,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少13.80%，持续15s,,,,
10330017,大师天赋_玄月斩熟练破甲16级,1,120,0#0#0#-1416,,,3,0,0,1#3,6,10330002,16,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少14.16%，持续15s,,,,
10330018,大师天赋_玄月斩熟练破甲17级,1,120,0#0#0#-1446,,,3,0,0,1#3,6,10330002,17,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少14.46%，持续15s,,,,
10330019,大师天赋_玄月斩熟练破甲18级,1,120,0#0#0#-1470,,,3,0,0,1#3,6,10330002,18,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少14.70%，持续15s,,,,
10330020,大师天赋_玄月斩熟练破甲19级,1,120,0#0#0#-1488,,,3,0,0,1#3,6,10330002,19,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少14.88%，持续15s,,,,
10330021,大师天赋_玄月斩熟练破甲20级,1,120,0#0#0#-1500,,,3,0,0,1#3,6,10330002,20,15000,,,1,{"defenseBase":0#"moveSpeed_mul":0},防御力减少15.00%，持续15s,,,,
10330022,大师天赋_火剑袭定身,2,207,,,,3,0,0,1#3,1,233,1,3000,100,,,{"moveSpeed_mul":0},定身3秒。,,,,
11160101,血腥风暴延时伤害,3,,,,,3,200,100,3,1,,1,2000,101,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
11160102,血腥风暴回复,5,505,3000#0,,,3,0,1000,1#3,5,116,12,200,,,,{"defenseBase":0#"moveSpeed_mul":0},回复生命值,,,,
12080101,冰冻,1,102,,,,3,0,0,1#3,1,6,2,5000,166,2,,{"moveSpeed_mul":0},降低自身<color=#1add1f>80%</color>的移动速度,,,,
12090101,毒,13,,70#0#9000,,,3,3000,4000,1#3,1,1,1,15000,105,1,,{"defenseBase":0#"moveSpeed_mul":0},受到中毒伤害，持续<color=#1add1f>15</color>秒,,,,
12090102,毒,13,,70#0#9000,,,3,3000,4000,1#3,1,1,1,15000,105,1,,{"defenseBase":0#"moveSpeed_mul":0},受到中毒伤害，持续<color=#1add1f>15</color>秒,,,,
12090103,毒,13,,70#0#9000,,,3,3000,4000,1#3,1,1,1,15000,105,1,,{"defenseBase":0#"moveSpeed_mul":0},受到中毒伤害，持续<color=#1add1f>15</color>秒,,,,
12100101,火龙延时伤害,3,,,,,3,200,1000,3,1,,1,2000,101,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
12110101,龙卷风延时伤害,3,,,,,3,200,800,3,1,,1,2000,104,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
12120101,黑龙波延时伤害,3,,,,,3,300,200,3,1,,1,2000,0,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
12160101,爆炎延时伤害,3,,1,,,3,200,200,3,1,,1,1000,0,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
12190101,暴风雪,1,118,-1000#-3000,,,3,0,0,1#3,1,6,1,3000,100,2,,{"moveSpeed_mul":0},降低目标<color=#1add1f>10%</color>的移动速度,,,,
12200101,毒炎,13,,100#0#9000,,,3,3000,4000,1#3,1,1,2,15000,105,1,,{"defenseBase":0#"moveSpeed_mul":0},受到高额中毒伤害，持续<color=#1add1f>15</color>秒,,,,
12210101,星辰一怒延时伤害,3,,,,,3,200,20,3,1,,1,1000,101,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
12210301,星辰一怒（蓄力）,2,201,10,,,3,2000,2000,5,5,2,1,6000,,,,{"defenseBase":0#"moveSpeed_mul":0},蓄力,,,,
13010101,多重箭延时伤害,3,,,,,3,0,200,4,1,,1,5000,0,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13130101,穿透箭延时伤害,3,,,,,3,0,200,3,1,,1,5000,0,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13140101,冻结（废弃）,1,102,,,,3,0,0,1#3,1,6,3,3000,100,2,,{"moveSpeed_mul":000},禁止移动,,,,
13160101,五重箭延时伤害,3,,,,,3,0,200,4,1,,1,5000,0,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13500001,元素共鸣（风）冷却监控,5,506,0#0#0#0#0#0,,,1,0,0,3,5,13500001,1,900000,,,,{"defenseBase":0#"moveSpeed_mul":0},倒计时结束前无法再次触发元素共鸣（风）。,,,,
13601001,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13601002,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13601003,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13601004,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13601005,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13601006,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13601007,萤石（火）,1,,,,,3,0,0,3,1,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602001,萤石（水）,5,501,0#12,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602002,萤石（水）,5,501,0#21,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602003,萤石（水）,5,501,0#31,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602004,萤石（水）,5,501,0#44,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602005,萤石（水）,5,501,0#52,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602006,萤石（水）,5,501,0#83,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602007,萤石（水）,5,501,0#143,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602008,萤石（水）,5,501,0#261,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602009,萤石（水）,5,501,0#495,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602010,萤石（水）,5,501,0#952,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602011,萤石（水）,5,501,0#1840,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13602012,萤石（水）,5,501,0#3543,,,5,0,0,3,5,0,1,0,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13603001,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603002,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603003,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603004,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603005,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603006,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603007,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603008,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603009,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603010,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603011,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13603012,萤石（冰）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"damageBonus":1000},,,,,
13604001,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604002,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604003,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604004,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604005,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604006,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604007,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604008,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604009,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604010,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604011,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13604012,萤石（风）,1,,,,,3,0,0,3,5,0,1,4000,,,,{"defenseBase":0#"moveSpeed_mul":0},,,,,
13700001,元素共鸣（暗）冷却监控,5,506,0#0#0#0#0#0,,,1,0,0,3,5,13700001,1,900000,,,,{"defenseBase":0#"moveSpeed_mul":0},倒计时结束前无法再次触发元素共鸣（暗）。,,,,
14020101,治疗效果降低,1,122,-3000,,,5,0,0,1#3,6,122,1,10000,,,1,{"defenseBase":0#"moveSpeed_mul":0},减少<color=#1add1f>30%</color>的回复效果,,,,
14020111,血月斩,1,106,-7000#0#0#0#-33,,,5,0,0,1#3,6,31,1,5000,,,,{"maximumHealth_mul":0#"maximumHealth_fAdd":0},最大生命值受损，受损数值基于<color=#1add1f>施法者力量</color>,,,,
14030101,火剑袭,1,123,0#16#0#0,,,5,0,0,1#3,5,123,1,10000,,,,{"attackDamageIncrease":0},提升造成的伤害，每<color=#1add1f>600点力量</color>提升<color=#1add1f>1%</color>,,,,
14030102,烈火剑袭,1,123,0#25#0#0,,,5,0,0,1#3,5,123,2,10000,,,,{"attackDamageIncrease":0},提升造成的伤害，每<color=#1add1f>400点力量</color>提升<color=#1add1f>1%</color>,,,,
30001002,狼魂-燃烧I,11,1103,2#2#31001024,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每秒对自身周围单位造成<color=#1add1f>350</color>伤害,,,,
30001003,狼魂-燃烧II,11,1103,2#2#31001025,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每秒对自身周围单位造成<color=#1add1f>700</color>伤害,,,,
30001004,狼魂-燃烧III,11,1103,2#2#31001026,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每秒对自身周围单位造成<color=#1add1f>1050</color>伤害,,,,
30001005,狼魂-祝福I,5,503,500#0,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每秒恢复已损失生命的<color=#1add1f>5%</color>,,,,
30001006,狼魂-祝福II,5,503,1000#0,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每秒恢复已损失生命的<color=#1add1f>10%</color>,,,,
30001007,狼魂-祝福III,5,503,1500#0,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每秒恢复已损失生命的<color=#1add1f>15%</color>,,,,
30001008,狼魂-无双I,1,113,100#0#90#1000#80#2000#70#3000#60#4000#50#5000#40#6000#30#7000#20#8000#10#9000,,,4,0,200,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每减少<color=#1add1f>10%</color>的血量获得<color=#1add1f>10%</color>的伤害加成,,,,
30001009,狼魂-无双II,1,113,100#0#90#2000#80#4000#70#6000#60#8000#50#10000#40#12000#30#14000#20#16000#10#18000,,,4,0,200,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每减少<color=#1add1f>10%</color>的血量获得<color=#1add1f>20%</color>的伤害加成,,,,
30001010,狼魂-无双III,1,113,100#0#90#3000#80#6000#70#9000#60#12000#50#15000#40#18000#30#21000#20#24000#10#270000,,,4,0,200,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每减少<color=#1add1f>10%</color>的血量获得<color=#1add1f>30%</color>的伤害加成,,,,
30001011,狼魂-狂暴I,1,114,100#0#90#1000#80#2000#70#3000#60#4000#50#5000#40#6000#30#7000#20#8000#10#9000,,,4,0,200,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每减少<color=#1add1f>10%</color>的血量，获得<color=#1add1f>10%</color>的攻速加成,,,,
30001012,狼魂-狂暴II,1,114,100#0#90#2000#80#4000#70#6000#60#8000#50#10000#40#12000#30#14000#20#16000#10#18000,,,4,0,200,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每减少<color=#1add1f>10%</color>的血量，获得<color=#1add1f>20%</color>的攻速加成,,,,
30001013,狼魂-狂暴III,1,114,100#0#90#3000#80#6000#70#9000#60#12000#50#15000#40#18000#30#21000#20#24000#10#270000,,,4,0,200,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},每减少<color=#1add1f>10%</color>的血量，获得<color=#1add1f>30%</color>的攻速加成,,,,
30001014,狼魂-复活I,2,214,50#0#1,,,2,0,60000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},死亡后复活，恢复<color=#1add1f>50%</color>的血量，冷却时间<color=#1add1f>60</color>S,,,,
30001015,狼魂-复活II,2,214,100#0#1,,,2,0,60000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},死亡后复活，恢复<color=#1add1f>100%</color>的血量，冷却时间<color=#1add1f>60</color>S,,,,
30001016,狼魂-复活III,2,214,100#0#1,,,2,0,30000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},死亡后复活，恢复<color=#1add1f>100%</color>的血量，冷却时间<color=#1add1f>30</color>S,,,,
30001017,狼魂-强攻I,1,115,,,,3,0,0,3,5,0,1,3600000,,,,{"damageBonus":10000},造成的伤害提升<color=#1add1f>50%</color>,,,,
30001018,狼魂-强攻II,1,115,,,,3,0,0,3,5,0,1,3600000,,,,{"damageBonus":10000},造成的伤害提升<color=#1add1f>100%</color>,,,,
30001019,狼魂-强攻III,1,115,,,,3,0,0,3,5,0,1,3600000,,,,{"damageBonus":10000},造成的伤害提升<color=#1add1f>150%</color>,,,,
30001020,狼魂-噬血I,2,211,1000#0,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},回复造成伤害<color=#1add1f>10%</color>的生命,,,,
30001021,狼魂-噬血II,2,211,2000#0,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},回复造成伤害<color=#1add1f>20%</color>的生命,,,,
30001022,狼魂-噬血III,2,211,3000#0,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},回复造成伤害<color=#1add1f>30%</color>的生命,,,,
30001023,狼魂-易伤I,2,216,31001018,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},攻击会附加易伤buff，每层易伤提供<color=#1add1f>120</color>伤害,,,,
30001024,狼魂-易伤II,2,216,31001019,,,3,0,0,3,5,0,2,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},攻击会附加易伤buff，每层易伤提供<color=#1add1f>240</color>伤害,,,,
30001025,狼魂-易伤III,2,216,31001020,,,3,0,0,3,5,0,3,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},攻击会附加易伤buff，每层易伤提供<color=#1add1f>360</color>伤害,,,,
30001026,狼魂-威吓I,11,1104,2#2#31001021,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},降低自身周围单位<color=#1add1f>33%</color>的攻击,,,,
30001027,狼魂-威吓II,11,1104,2#2#31001022,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},降低自身周围单位<color=#1add1f>50%</color>的攻击,,,,
30001028,狼魂-威吓III,11,1104,2#2#31001023,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},降低自身周围单位<color=#1add1f>60%</color>的攻击,,,,
30001029,狼魂-碎甲I,11,1106,2#2#31001001,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},自身周围单位受到的伤害提升<color=#1add1f>50%</color>,,,,
30001030,狼魂-碎甲II,11,1106,2#2#31001002,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},自身周围单位受到的伤害提升<color=#1add1f>100%</color>,,,,
30001031,狼魂-碎甲III,11,1106,2#2#31001003,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},自身周围单位受到的伤害提升<color=#1add1f>150%</color>,,,,
30001032,狼魂-寒冰I,11,1105,2#2#31001004#31001007,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},降低自身周围单位<color=#1add1f>33%</color>的攻击速度<color=#1add1f>33%</color>的移动速度,,,,
30001033,狼魂-寒冰II,11,1105,2#2#31001005#31001008,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},降低自身周围单位<color=#1add1f>50%</color>的攻击速度<color=#1add1f>50%</color>的移动速度,,,,
30001034,狼魂-寒冰III,11,1105,2#2#31001006#31001009,,,3,0,1000,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},降低自身周围单位<color=#1add1f>60%</color>的攻击速度<color=#1add1f>60%</color>的移动速度,,,,
30001035,狼魂-荆棘I,4,402,0#350,,,1,0,1,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},受到攻击时反弹<color=#1add1f>350</color>伤害,,,,
30001036,狼魂-荆棘II,4,402,0#700,,,1,0,1,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},受到攻击时反弹<color=#1add1f>700</color>伤害,,,,
30001037,狼魂-荆棘III,4,402,0#1050,,,1,0,1,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},受到攻击时反弹<color=#1add1f>1050</color>伤害,,,,
30001038,狼魂-急速I,1,117,,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},自身移速提升<color=#1add1f>50%</color>,,,,
30001039,狼魂-急速II,1,117,,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},自身移速提升<color=#1add1f>100%</color>,,,,
30001040,狼魂-急速III,1,117,,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},自身移速提升<color=#1add1f>150%</color>,,,,
30001041,狼魂-神圣,1,119,,,,3,0,0,3,5,0,1,3600000,,,,{"moveSpeedResistance":10000},免疫控制效果,,,,
30001042,狼魂-冰冻I,2,212,500#3100003,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},攻击<color=#1add1f>3%</color>冻结目标,,,,
30001043,狼魂-冰冻II,2,212,500#3100003,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},攻击<color=#1add1f>6%</color>冻结目标,,,,
30001044,狼魂-冰冻III,2,212,500#3100003,,,3,0,0,3,5,0,1,3600000,,,,{"defenseBase":0#"moveSpeed_mul":0},攻击<color=#1add1f>9%</color>冻结目标,,,,
