ID,标识物品废弃,道具名称,图标,道具类型,子类型,X轴,Y轴,使用条件201&$M$2&O7&$P$2&101&$M$2&P7&$P$2&301&$M$2&Q7&$P$2&401&$M$2&R7&$P$2&501&$M$2&S7,可用职业,可用性别,需要等级,阵营要求,特殊归属保护时间,品质,聊天颜色显示,tips颜色显示,战斗力,是否绑定,堆叠数量,使用效果,道具参数,自动使用,使用cd,共用CD组,使用次数,获取次数,拾取次数,整理排序,售价,回收额外获得,捐献贡献,是否可以销毁,拍卖行底价,物品使用条件（服务器）,是否会掉落,服务器日志（记录物品的来源和去向）,掉落日志,道具有效时间,对应非绑定道具id,是否拍卖,价格限制,是否获得即使用,离开副本后道具状态,拍卖公示时间,最小上架数量,推荐价格,竞价幅度,时装标示,死亡购买使用道具,交易行购买后是否变为绑定,日志记录,未拾取邮件补发物品标记,是否可存入仓库,时装系列
1000308,,神兵石·小,9001175,3,0,1,1,,0,,0,,,4,4,4,,1,9999,,,,,,,,,58000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1000309,,神兵石·中,9001176,3,0,1,1,,0,,0,,,5,5,5,,1,9999,,,,,,,,,58000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1000310,,神兵石·大,9001177,3,0,1,1,,0,,0,,,6,6,6,,1,9999,,,,,,,,,58000,,,,0,100,1,0,1,1,0,,,,,,,,,,,,,1,0,1,
1000311,,神兵经验,9001174,1,101,1,1,,0,,,,,,,,,0,-1,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,-1,0,1,
1000312,,神兵寻宝券,9001178,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1100,,,,0,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000313,,神兵印记,9001179,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000314,,武器幸运石（90级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000315,,防具幸运石（90级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000316,,首饰幸运石（90级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000317,,武器幸运石（100级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000318,,防具幸运石（100级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000319,,首饰幸运石（100级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000320,,武器幸运石（110级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000321,,防具幸运石（110级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000322,,首饰幸运石（110级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000323,,武器幸运石（120级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000324,,防具幸运石（120级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000325,,首饰幸运石（120级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000326,,武器幸运石（130级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000327,,防具幸运石（130级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
1000328,,首饰幸运石（130级）,9001148,3,0,1,1,,0,,,,,5,5,5,,1,999999,,,,,,,,,1000,,,,1,,1,0,1,0,0,,,,,,,,,,,,,1,0,1,
11000001,,测试无敌项链,9000484,2,19,1,1,,0,0,1,0,,1,1,1,,0,1,,,,,,,,,11200,1000010#10&1000020#5,,,0,,1,0,0,0,0,,1#1000030#1000020,,,,,,,,,,,-1,0,1,
2000010,,剑士武器熔合石（神）,2010010,2,0,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2000020,,魔法师武器熔合石（神）,2010010,2,0,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2000030,,弓箭手武器熔合石（神）,2010010,2,0,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2000040,,剑士通用熔合卷轴（神）,2010010,2,0,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2000050,,魔法师通用熔合卷轴（神）,2010010,2,0,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2000060,,弓箭手通用熔合卷轴（神）,2010010,2,0,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2001001,,头盔词条提取器,2010010,2,13,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,12,12,12,1,1,1,10#2046,,,,,,,,30300,,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010010,,刀客刀,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010020,,枪客枪,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010030,,弓手弓,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010040,,剑客剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010050,,医生杖,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010060,,拉丁剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010070,,偃月刀,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010080,,巨蛇魔剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010090,,极光刀,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010100,,真红之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010110,,雷神之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010120,,破坏之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30400,1000010#3000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010140,,断月之光,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#4000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010170,,杀戮之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#6000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010160,,虚伪之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#8000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010150,,龙骨巨晶剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#10000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010190,,疾风之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#15000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010210,,旋风之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#20000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010220,,血色天使之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#25000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2010230,,暗黑天使之剑,2010010,2,1,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#30000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020010,,背叛者,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020020,,天行者,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020030,,传说之剑,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020040,,帝王之剑,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020050,,太阳之剑,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020060,,玄冰剑,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#3000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020070,,青龙刀,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#4000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020090,,屠龙刀,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#6000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2020130,,暴风锯齿,2010010,2,2,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#8000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030010,,双刃矛,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030020,,战矛,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030030,,斧刃矛,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030040,,鹤嘴矛,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030050,,双鹤矛,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030060,,巴迪之矛,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030070,,黑武士,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030080,,巨蛇镰刀,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030090,,帝王镰刀,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030100,,死神镰刀,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#3000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2030110,,铰刀,2010010,2,3,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#10000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040010,,短斧,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040020,,手斧,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040030,,双刃斧,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040040,,飞翔斧,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040050,,精灵之斧,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050010,,战士之斧,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050020,,斗士之斧,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050030,,斗神之斧,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050040,,末日之斧,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050050,,玛雅龙斧,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#3000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040060,,石槌,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040070,,流星槌,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040080,,破坏之槌,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2040090,,精灵之槌,2010010,2,4,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050060,,白金之槌,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2050070,,水晶流星,2010010,2,5,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060010,,骷髅杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,30300,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060020,,传说之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070050,,复活之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#3000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060030,,麒麟之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#4000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060070,,幻月雷杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#6000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060050,,昆顿之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#8000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060090,,魔狱之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#10000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060060,,死神之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#15000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2060110,,轮回之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#20000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070090,,血色天使之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#25000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070100,,暗黑天使之杖,2010010,2,6,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,40300,1000010#30000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070010,,天使杖,2010010,2,7,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070020,,毒蛇杖,2010010,2,7,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070030,,闪电杖,2010010,2,7,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070040,,戈登之杖,2010010,2,7,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070060,,玛雅雷杖,2010010,2,7,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#3000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2070070,,毁灭之杖,2010010,2,7,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,70300,1000010#4000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080010,,圆盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#200,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080020,,钢铁之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080030,,战士之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080040,,风之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080050,,骷髅之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080060,,自由之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080070,,魔法之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#1000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080080,,远古之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080090,,尖刺之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080100,,龙之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#1500,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080110,,失落之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080120,,毒蛇之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080130,,传说之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,60500,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080140,,布朗司,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080150,,火龙之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
2080160,,精灵之盾,2010010,2,8,1,1,201#0&101#0&301#0&401#0&501#0,0,,0,,,0,0,0,1,1,1,8,,,,,,,,50700,1000010#2000,,100,0,100,1,1,0,0,0,,,,,,,,,,,,,-1,0,1,
